,WordForm,LemmaCase,Frequency,Cues,Outcomes
2458,staze,staza_acc_Pl,96,"('#s', 'st', 'ta', 'az', 'ze', 'e#')","('staza', 'acc', 'Pl')"
2459,stazama,staza_ins_Pl,49,"('#s', 'st', 'ta', 'az', 'za', 'am', 'ma', 'a#')","('staza', 'ins', 'Pl')"
2460,stazama,staza_loc_Pl,37,"('#s', 'st', 'ta', 'az', 'za', 'am', 'ma', 'a#')","('staza', 'loc', 'Pl')"
2461,stena,stena_nom_Sg,44,"('#s', 'st', 'te', 'en', 'na', 'a#')","('stena', 'nom', 'Sg')"
2462,stene,stena_gen_Sg,37,"('#s', 'st', 'te', 'en', 'ne', 'e#')","('stena', 'gen', 'Sg')"
2463,steni,stena_dat_Sg,11,"('#s', 'st', 'te', 'en', 'ni', 'i#')","('stena', 'dat', 'Sg')"
2464,stenu,stena_acc_Sg,30,"('#s', 'st', 'te', 'en', 'nu', 'u#')","('stena', 'acc', 'Sg')"
2465,stenom,stena_ins_Sg,9,"('#s', 'st', 'te', 'en', 'no', 'om', 'm#')","('stena', 'ins', 'Sg')"
2466,stijeni,stena_loc_Sg,44,"('#s', 'st', 'ti', 'ij', 'je', 'en', 'ni', 'i#')","('stena', 'loc', 'Sg')"
2467,stene,stena_nom_Pl,32,"('#s', 'st', 'te', 'en', 'ne', 'e#')","('stena', 'nom', 'Pl')"
2468,stena,stena_gen_Pl,45,"('#s', 'st', 'te', 'en', 'na', 'a#')","('stena', 'gen', 'Pl')"
2469,stenama,stena_dat_Pl,1,"('#s', 'st', 'te', 'en', 'na', 'am', 'ma', 'a#')","('stena', 'dat', 'Pl')"
2470,stene,stena_acc_Pl,48,"('#s', 'st', 'te', 'en', 'ne', 'e#')","('stena', 'acc', 'Pl')"
2471,stenama,stena_ins_Pl,5,"('#s', 'st', 'te', 'en', 'na', 'am', 'ma', 'a#')","('stena', 'ins', 'Pl')"
2472,stijenama,stena_loc_Pl,11,"('#s', 'st', 'ti', 'ij', 'je', 'en', 'na', 'am', 'ma', 'a#')","('stena', 'loc', 'Pl')"
2473,stih,stih_nom_Sg,27,"('#s', 'st', 'ti', 'ih', 'h#')","('stih', 'nom', 'Sg')"
2474,stiha,stih_gen_Sg,30,"('#s', 'st', 'ti', 'ih', 'ha', 'a#')","('stih', 'gen', 'Sg')"
2475,stihu,stih_dat_Sg,3,"('#s', 'st', 'ti', 'ih', 'hu', 'u#')","('stih', 'dat', 'Sg')"
2476,stih,stih_acc_Sg,39,"('#s', 'st', 'ti', 'ih', 'h#')","('stih', 'acc', 'Sg')"
2477,stihom,stih_ins_Sg,24,"('#s', 'st', 'ti', 'ih', 'ho', 'om', 'm#')","('stih', 'ins', 'Sg')"
2478,stihu,stih_loc_Sg,17,"('#s', 'st', 'ti', 'ih', 'hu', 'u#')","('stih', 'loc', 'Sg')"
2479,stihovi,stih_nom_Pl,39,"('#s', 'st', 'ti', 'ih', 'ho', 'ov', 'vi', 'i#')","('stih', 'nom', 'Pl')"
2480,stihova,stih_gen_Pl,29,"('#s', 'st', 'ti', 'ih', 'ho', 'ov', 'va', 'a#')","('stih', 'gen', 'Pl')"
2481,stihovima,stih_dat_Pl,2,"('#s', 'st', 'ti', 'ih', 'ho', 'ov', 'vi', 'im', 'ma', 'a#')","('stih', 'dat', 'Pl')"
2482,stihove,stih_acc_Pl,61,"('#s', 'st', 'ti', 'ih', 'ho', 'ov', 've', 'e#')","('stih', 'acc', 'Pl')"
2483,stihovima,stih_ins_Pl,5,"('#s', 'st', 'ti', 'ih', 'ho', 'ov', 'vi', 'im', 'ma', 'a#')","('stih', 'ins', 'Pl')"
2484,stihovima,stih_loc_Pl,14,"('#s', 'st', 'ti', 'ih', 'ho', 'ov', 'vi', 'im', 'ma', 'a#')","('stih', 'loc', 'Pl')"
2485,sto,sto_nom_Sg,50,"('#s', 'st', 'to', 'o#')","('sto', 'nom', 'Sg')"
2486,stola,sto_gen_Sg,94,"('#s', 'st', 'to', 'ol', 'la', 'a#')","('sto', 'gen', 'Sg')"
2487,stolu,sto_dat_Sg,3,"('#s', 'st', 'to', 'ol', 'lu', 'u#')","('sto', 'dat', 'Sg')"
2488,sto,sto_acc_Sg,87,"('#s', 'st', 'to', 'o#')","('sto', 'acc', 'Sg')"
2489,stolom,sto_ins_Sg,73,"('#s', 'st', 'to', 'ol', 'lo', 'om', 'm#')","('sto', 'ins', 'Sg')"
2490,stolu,sto_loc_Sg,122,"('#s', 'st', 'to', 'ol', 'lu', 'u#')","('sto', 'loc', 'Sg')"
2491,stolova,sto_nom_Pl,15,"('#s', 'st', 'to', 'ol', 'lo', 'ov', 'va', 'a#')","('sto', 'nom', 'Pl')"
2492,stolova,sto_gen_Pl,4,"('#s', 'st', 'to', 'ol', 'lo', 'ov', 'va', 'a#')","('sto', 'gen', 'Pl')"
2493,stolovima,sto_dat_Pl,2,"('#s', 'st', 'to', 'ol', 'lo', 'ov', 'vi', 'im', 'ma', 'a#')","('sto', 'dat', 'Pl')"
2494,stolove,sto_acc_Pl,7,"('#s', 'st', 'to', 'ol', 'lo', 'ov', 've', 'e#')","('sto', 'acc', 'Pl')"
2495,stolovima,sto_ins_Pl,9,"('#s', 'st', 'to', 'ol', 'lo', 'ov', 'vi', 'im', 'ma', 'a#')","('sto', 'ins', 'Pl')"
2496,stolovim,sto_loc_Pl,2,"('#s', 'st', 'to', 'ol', 'lo', 'ov', 'vi', 'im', 'm#')","('sto', 'loc', 'Pl')"
2497,stopa,stopa_nom_Sg,26,"('#s', 'st', 'to', 'op', 'pa', 'a#')","('stopa', 'nom', 'Sg')"
2498,stope,stopa_gen_Sg,11,"('#s', 'st', 'to', 'op', 'pe', 'e#')","('stopa', 'gen', 'Sg')"
2499,stopi,stopa_dat_Sg,3,"('#s', 'st', 'to', 'op', 'pi', 'i#')","('stopa', 'dat', 'Sg')"
2500,stopu,stopa_acc_Sg,45,"('#s', 'st', 'to', 'op', 'pu', 'u#')","('stopa', 'acc', 'Sg')"
2501,stopom,stopa_ins_Sg,10,"('#s', 'st', 'to', 'op', 'po', 'om', 'm#')","('stopa', 'ins', 'Sg')"
2502,stopi,stopa_loc_Sg,8,"('#s', 'st', 'to', 'op', 'pi', 'i#')","('stopa', 'loc', 'Sg')"
2503,stope,stopa_nom_Pl,107,"('#s', 'st', 'to', 'op', 'pe', 'e#')","('stopa', 'nom', 'Pl')"
2504,stopa,stopa_gen_Pl,52,"('#s', 'st', 'to', 'op', 'pa', 'a#')","('stopa', 'gen', 'Pl')"
2505,stopama,stopa_dat_Pl,1,"('#s', 'st', 'to', 'op', 'pa', 'am', 'ma', 'a#')","('stopa', 'dat', 'Pl')"
2506,stope,stopa_acc_Pl,64,"('#s', 'st', 'to', 'op', 'pe', 'e#')","('stopa', 'acc', 'Pl')"
2507,stopama,stopa_ins_Pl,43,"('#s', 'st', 'to', 'op', 'pa', 'am', 'ma', 'a#')","('stopa', 'ins', 'Pl')"
2508,stopama,stopa_loc_Pl,6,"('#s', 'st', 'to', 'op', 'pa', 'am', 'ma', 'a#')","('stopa', 'loc', 'Pl')"
2509,strana,strana_nom_Sg,44,"('#s', 'st', 'tr', 'ra', 'an', 'na', 'a#')","('strana', 'nom', 'Sg')"
2510,strane,strana_gen_Sg,376,"('#s', 'st', 'tr', 'ra', 'an', 'ne', 'e#')","('strana', 'gen', 'Sg')"
2511,strani,strana_dat_Sg,8,"('#s', 'st', 'tr', 'ra', 'an', 'ni', 'i#')","('strana', 'dat', 'Sg')"
2512,stranu,strana_acc_Sg,106,"('#s', 'st', 'tr', 'ra', 'an', 'nu', 'u#')","('strana', 'acc', 'Sg')"
2513,stranom,strana_ins_Sg,18,"('#s', 'st', 'tr', 'ra', 'an', 'no', 'om', 'm#')","('strana', 'ins', 'Sg')"
2514,strani,strana_loc_Sg,122,"('#s', 'st', 'tr', 'ra', 'an', 'ni', 'i#')","('strana', 'loc', 'Sg')"
2515,strane,strana_nom_Pl,58,"('#s', 'st', 'tr', 'ra', 'an', 'ne', 'e#')","('strana', 'nom', 'Pl')"
2516,strana,strana_gen_Pl,141,"('#s', 'st', 'tr', 'ra', 'an', 'na', 'a#')","('strana', 'gen', 'Pl')"
2517,stranama,strana_dat_Pl,7,"('#s', 'st', 'tr', 'ra', 'an', 'na', 'am', 'ma', 'a#')","('strana', 'dat', 'Pl')"
2518,strane,strana_acc_Pl,153,"('#s', 'st', 'tr', 'ra', 'an', 'ne', 'e#')","('strana', 'acc', 'Pl')"
2519,stranama,strana_ins_Pl,12,"('#s', 'st', 'tr', 'ra', 'an', 'na', 'am', 'ma', 'a#')","('strana', 'ins', 'Pl')"
2520,stranama,strana_loc_Pl,25,"('#s', 'st', 'tr', 'ra', 'an', 'na', 'am', 'ma', 'a#')","('strana', 'loc', 'Pl')"
2521,stranka,stranka_nom_Sg,42,"('#s', 'st', 'tr', 'ra', 'an', 'nk', 'ka', 'a#')","('stranka', 'nom', 'Sg')"
2522,stranke,stranka_gen_Sg,146,"('#s', 'st', 'tr', 'ra', 'an', 'nk', 'ke', 'e#')","('stranka', 'gen', 'Sg')"
2523,stranci,stranka_dat_Sg,11,"('#s', 'st', 'tr', 'ra', 'an', 'nc', 'ci', 'i#')","('stranka', 'dat', 'Sg')"
2524,stranku,stranka_acc_Sg,9,"('#s', 'st', 'tr', 'ra', 'an', 'nk', 'ku', 'u#')","('stranka', 'acc', 'Sg')"
2525,strankom,stranka_ins_Sg,2,"('#s', 'st', 'tr', 'ra', 'an', 'nk', 'ko', 'om', 'm#')","('stranka', 'ins', 'Sg')"
2526,stranci,stranka_loc_Sg,9,"('#s', 'st', 'tr', 'ra', 'an', 'nc', 'ci', 'i#')","('stranka', 'loc', 'Sg')"
2527,stranke,stranka_nom_Pl,32,"('#s', 'st', 'tr', 'ra', 'an', 'nk', 'ke', 'e#')","('stranka', 'nom', 'Pl')"
2528,stranaka,stranka_gen_Pl,24,"('#s', 'st', 'tr', 'ra', 'an', 'na', 'ak', 'ka', 'a#')","('stranka', 'gen', 'Pl')"
2529,strankama,stranka_dat_Pl,5,"('#s', 'st', 'tr', 'ra', 'an', 'nk', 'ka', 'am', 'ma', 'a#')","('stranka', 'dat', 'Pl')"
2530,stranke,stranka_acc_Pl,6,"('#s', 'st', 'tr', 'ra', 'an', 'nk', 'ke', 'e#')","('stranka', 'acc', 'Pl')"
2531,strankama,stranka_ins_Pl,2,"('#s', 'st', 'tr', 'ra', 'an', 'nk', 'ka', 'am', 'ma', 'a#')","('stranka', 'ins', 'Pl')"
2532,strankama,stranka_loc_Pl,4,"('#s', 'st', 'tr', 'ra', 'an', 'nk', 'ka', 'am', 'ma', 'a#')","('stranka', 'loc', 'Pl')"
2533,strast,strast_nom_Sg,55,"('#s', 'st', 'tr', 'ra', 'as', 'st', 't#')","('strast', 'nom', 'Sg')"
2534,strasti,strast_gen_Sg,116,"('#s', 'st', 'tr', 'ra', 'as', 'st', 'ti', 'i#')","('strast', 'gen', 'Sg')"
2535,strasti,strast_dat_Sg,2,"('#s', 'st', 'tr', 'ra', 'as', 'st', 'ti', 'i#')","('strast', 'dat', 'Sg')"
2536,strast,strast_acc_Sg,27,"('#s', 'st', 'tr', 'ra', 'as', 'st', 't#')","('strast', 'acc', 'Sg')"
2537,stra{}u,strast_ins_Sg,32,"('#s', 'st', 'tr', 'ra', 'a{', '{}', '}u', 'u#')","('strast', 'ins', 'Sg')"
2538,strasti,strast_loc_Sg,11,"('#s', 'st', 'tr', 'ra', 'as', 'st', 'ti', 'i#')","('strast', 'loc', 'Sg')"
2539,strasti,strast_nom_Pl,32,"('#s', 'st', 'tr', 'ra', 'as', 'st', 'ti', 'i#')","('strast', 'nom', 'Pl')"
2540,strasti,strast_gen_Pl,36,"('#s', 'st', 'tr', 'ra', 'as', 'st', 'ti', 'i#')","('strast', 'gen', 'Pl')"
2541,strastima,strast_dat_Pl,1,"('#s', 'st', 'tr', 'ra', 'as', 'st', 'ti', 'im', 'ma', 'a#')","('strast', 'dat', 'Pl')"
2542,strasti,strast_acc_Pl,21,"('#s', 'st', 'tr', 'ra', 'as', 'st', 'ti', 'i#')","('strast', 'acc', 'Pl')"
2543,strastima,strast_ins_Pl,3,"('#s', 'st', 'tr', 'ra', 'as', 'st', 'ti', 'im', 'ma', 'a#')","('strast', 'ins', 'Pl')"
2544,strastima,strast_loc_Pl,1,"('#s', 'st', 'tr', 'ra', 'as', 'st', 'ti', 'im', 'ma', 'a#')","('strast', 'loc', 'Pl')"
2545,struja,struja_nom_Sg,30,"('#s', 'st', 'tr', 'ru', 'uj', 'ja', 'a#')","('struja', 'nom', 'Sg')"
2546,struje,struja_gen_Sg,40,"('#s', 'st', 'tr', 'ru', 'uj', 'je', 'e#')","('struja', 'gen', 'Sg')"
2547,struji,struja_dat_Sg,2,"('#s', 'st', 'tr', 'ru', 'uj', 'ji', 'i#')","('struja', 'dat', 'Sg')"
2548,struju,struja_acc_Sg,23,"('#s', 'st', 'tr', 'ru', 'uj', 'ju', 'u#')","('struja', 'acc', 'Sg')"
2549,strujom,struja_ins_Sg,9,"('#s', 'st', 'tr', 'ru', 'uj', 'jo', 'om', 'm#')","('struja', 'ins', 'Sg')"
2550,struji,struja_loc_Sg,6,"('#s', 'st', 'tr', 'ru', 'uj', 'ji', 'i#')","('struja', 'loc', 'Sg')"
2551,struje,struja_nom_Pl,16,"('#s', 'st', 'tr', 'ru', 'uj', 'je', 'e#')","('struja', 'nom', 'Pl')"
2552,struja,struja_gen_Pl,10,"('#s', 'st', 'tr', 'ru', 'uj', 'ja', 'a#')","('struja', 'gen', 'Pl')"
2553,strujama,struja_dat_Pl,2,"('#s', 'st', 'tr', 'ru', 'uj', 'ja', 'am', 'ma', 'a#')","('struja', 'dat', 'Pl')"
2554,struje,struja_acc_Pl,9,"('#s', 'st', 'tr', 'ru', 'uj', 'je', 'e#')","('struja', 'acc', 'Pl')"
2555,strujama,struja_ins_Pl,9,"('#s', 'st', 'tr', 'ru', 'uj', 'ja', 'am', 'ma', 'a#')","('struja', 'ins', 'Pl')"
2556,strujama,struja_loc_Pl,6,"('#s', 'st', 'tr', 'ru', 'uj', 'ja', 'am', 'ma', 'a#')","('struja', 'loc', 'Pl')"
2557,sud,sud_nom_Sg,38,"('#s', 'su', 'ud', 'd#')","('sud', 'nom', 'Sg')"
2558,suda,sud_gen_Sg,36,"('#s', 'su', 'ud', 'da', 'a#')","('sud', 'gen', 'Sg')"
2559,sudu,sud_dat_Sg,9,"('#s', 'su', 'ud', 'du', 'u#')","('sud', 'dat', 'Sg')"
2560,sud,sud_acc_Sg,37,"('#s', 'su', 'ud', 'd#')","('sud', 'acc', 'Sg')"
2561,sudom,sud_ins_Sg,22,"('#s', 'su', 'ud', 'do', 'om', 'm#')","('sud', 'ins', 'Sg')"
2562,sudu,sud_loc_Sg,17,"('#s', 'su', 'ud', 'du', 'u#')","('sud', 'loc', 'Sg')"
2563,sudovi,sud_nom_Pl,8,"('#s', 'su', 'ud', 'do', 'ov', 'vi', 'i#')","('sud', 'nom', 'Pl')"
2564,sudova,sud_gen_Pl,21,"('#s', 'su', 'ud', 'do', 'ov', 'va', 'a#')","('sud', 'gen', 'Pl')"
2565,sudovima,sud_dat_Pl,1,"('#s', 'su', 'ud', 'do', 'ov', 'vi', 'im', 'ma', 'a#')","('sud', 'dat', 'Pl')"
2566,sudove,sud_acc_Pl,9,"('#s', 'su', 'ud', 'do', 'ov', 've', 'e#')","('sud', 'acc', 'Pl')"
2567,sudovima,sud_ins_Pl,2,"('#s', 'su', 'ud', 'do', 'ov', 'vi', 'im', 'ma', 'a#')","('sud', 'ins', 'Pl')"
2568,sudovima,sud_loc_Pl,4,"('#s', 'su', 'ud', 'do', 'ov', 'vi', 'im', 'ma', 'a#')","('sud', 'loc', 'Pl')"
2569,sunce,sunce_nom_Sg,1016,"('#s', 'su', 'un', 'nc', 'ce', 'e#')","('sunce', 'nom', 'Sg')"
2570,sunca,sunce_gen_Sg,869,"('#s', 'su', 'un', 'nc', 'ca', 'a#')","('sunce', 'gen', 'Sg')"
2571,suncu,sunce_dat_Sg,157,"('#s', 'su', 'un', 'nc', 'cu', 'u#')","('sunce', 'dat', 'Sg')"
2572,sunce,sunce_acc_Sg,324,"('#s', 'su', 'un', 'nc', 'ce', 'e#')","('sunce', 'acc', 'Sg')"
2573,suncem,sunce_ins_Sg,279,"('#s', 'su', 'un', 'nc', 'ce', 'em', 'm#')","('sunce', 'ins', 'Sg')"
2574,suncu,sunce_loc_Sg,207,"('#s', 'su', 'un', 'nc', 'cu', 'u#')","('sunce', 'loc', 'Sg')"
2575,sunca,sunce_nom_Pl,54,"('#s', 'su', 'un', 'nc', 'ca', 'a#')","('sunce', 'nom', 'Pl')"
2576,sunaca,sunce_gen_Pl,10,"('#s', 'su', 'un', 'na', 'ac', 'ca', 'a#')","('sunce', 'gen', 'Pl')"
2577,suncima,sunce_dat_Pl,1,"('#s', 'su', 'un', 'nc', 'ci', 'im', 'ma', 'a#')","('sunce', 'dat', 'Pl')"
2578,sunca,sunce_acc_Pl,3,"('#s', 'su', 'un', 'nc', 'ca', 'a#')","('sunce', 'acc', 'Pl')"
2579,suncima,sunce_ins_Pl,2,"('#s', 'su', 'un', 'nc', 'ci', 'im', 'ma', 'a#')","('sunce', 'ins', 'Pl')"
2580,suncima,sunce_loc_Pl,1,"('#s', 'su', 'un', 'nc', 'ci', 'im', 'ma', 'a#')","('sunce', 'loc', 'Pl')"
2581,sused,sused_nom_Sg,46,"('#s', 'su', 'us', 'se', 'ed', 'd#')","('sused', 'nom', 'Sg')"
2582,suseda,sused_gen_Sg,23,"('#s', 'su', 'us', 'se', 'ed', 'da', 'a#')","('sused', 'gen', 'Sg')"
2583,susedu,sused_dat_Sg,11,"('#s', 'su', 'us', 'se', 'ed', 'du', 'u#')","('sused', 'dat', 'Sg')"
2584,suseda,sused_acc_Sg,12,"('#s', 'su', 'us', 'se', 'ed', 'da', 'a#')","('sused', 'acc', 'Sg')"
2585,susedom,sused_ins_Sg,6,"('#s', 'su', 'us', 'se', 'ed', 'do', 'om', 'm#')","('sused', 'ins', 'Sg')"
2586,susedu,sused_loc_Sg,1,"('#s', 'su', 'us', 'se', 'ed', 'du', 'u#')","('sused', 'loc', 'Sg')"
2587,susjedi,sused_nom_Pl,26,"('#s', 'su', 'us', 'sj', 'je', 'ed', 'di', 'i#')","('sused', 'nom', 'Pl')"
2588,suseda,sused_gen_Pl,11,"('#s', 'su', 'us', 'se', 'ed', 'da', 'a#')","('sused', 'gen', 'Pl')"
2589,susedima,sused_dat_Pl,2,"('#s', 'su', 'us', 'se', 'ed', 'di', 'im', 'ma', 'a#')","('sused', 'dat', 'Pl')"
2590,susjede,sused_acc_Pl,8,"('#s', 'su', 'us', 'sj', 'je', 'ed', 'de', 'e#')","('sused', 'acc', 'Pl')"
2591,susedima,sused_ins_Pl,6,"('#s', 'su', 'us', 'se', 'ed', 'di', 'im', 'ma', 'a#')","('sused', 'ins', 'Pl')"
2592,susedima,sused_loc_Pl,1,"('#s', 'su', 'us', 'se', 'ed', 'di', 'im', 'ma', 'a#')","('sused', 'loc', 'Pl')"
2593,suza,suza_nom_Sg,190,"('#s', 'su', 'uz', 'za', 'a#')","('suza', 'nom', 'Sg')"
2594,suze,suza_gen_Sg,52,"('#s', 'su', 'uz', 'ze', 'e#')","('suza', 'gen', 'Sg')"
2595,suzi,suza_dat_Sg,7,"('#s', 'su', 'uz', 'zi', 'i#')","('suza', 'dat', 'Sg')"
2596,suzu,suza_acc_Sg,85,"('#s', 'su', 'uz', 'zu', 'u#')","('suza', 'acc', 'Sg')"
2597,suzom,suza_ins_Sg,76,"('#s', 'su', 'uz', 'zo', 'om', 'm#')","('suza', 'ins', 'Sg')"
2598,suzi,suza_loc_Sg,18,"('#s', 'su', 'uz', 'zi', 'i#')","('suza', 'loc', 'Sg')"
2599,suze,suza_nom_Pl,251,"('#s', 'su', 'uz', 'ze', 'e#')","('suza', 'nom', 'Pl')"
2600,suza,suza_gen_Pl,235,"('#s', 'su', 'uz', 'za', 'a#')","('suza', 'gen', 'Pl')"
2601,suzama,suza_dat_Pl,2,"('#s', 'su', 'uz', 'za', 'am', 'ma', 'a#')","('suza', 'dat', 'Pl')"
2602,suze,suza_acc_Pl,188,"('#s', 'su', 'uz', 'ze', 'e#')","('suza', 'acc', 'Pl')"
2603,suzama,suza_ins_Pl,74,"('#s', 'su', 'uz', 'za', 'am', 'ma', 'a#')","('suza', 'ins', 'Pl')"
2604,suzama,suza_loc_Pl,27,"('#s', 'su', 'uz', 'za', 'am', 'ma', 'a#')","('suza', 'loc', 'Pl')"
2605,svet,svet_nom_Sg,385,"('#s', 'sv', 've', 'et', 't#')","('svet', 'nom', 'Sg')"
2606,sveta,svet_gen_Sg,770,"('#s', 'sv', 've', 'et', 'ta', 'a#')","('svet', 'gen', 'Sg')"
2607,svetu,svet_dat_Sg,100,"('#s', 'sv', 've', 'et', 'tu', 'u#')","('svet', 'dat', 'Sg')"
2608,svet,svet_acc_Sg,429,"('#s', 'sv', 've', 'et', 't#')","('svet', 'acc', 'Sg')"
2609,svetom,svet_ins_Sg,161,"('#s', 'sv', 've', 'et', 'to', 'om', 'm#')","('svet', 'ins', 'Sg')"
2610,svetu,svet_loc_Sg,655,"('#s', 'sv', 've', 'et', 'tu', 'u#')","('svet', 'loc', 'Sg')"
2611,svetovi,svet_nom_Pl,25,"('#s', 'sv', 've', 'et', 'to', 'ov', 'vi', 'i#')","('svet', 'nom', 'Pl')"
2612,svetova,svet_gen_Pl,14,"('#s', 'sv', 've', 'et', 'to', 'ov', 'va', 'a#')","('svet', 'gen', 'Pl')"
2613,svjetovima,svet_dat_Pl,1,"('#s', 'sv', 'vj', 'je', 'et', 'to', 'ov', 'vi', 'im', 'ma', 'a#')","('svet', 'dat', 'Pl')"
2614,svetove,svet_acc_Pl,26,"('#s', 'sv', 've', 'et', 'to', 'ov', 've', 'e#')","('svet', 'acc', 'Pl')"
2615,svetovima,svet_ins_Pl,2,"('#s', 'sv', 've', 'et', 'to', 'ov', 'vi', 'im', 'ma', 'a#')","('svet', 'ins', 'Pl')"
2616,svijetovima,svet_loc_Pl,1,"('#s', 'sv', 'vi', 'ij', 'je', 'et', 'to', 'ov', 'vi', 'im', 'ma', 'a#')","('svet', 'loc', 'Pl')"
2617,svitawe,svitawe_nom_Sg,24,"('#s', 'sv', 'vi', 'it', 'ta', 'aw', 'we', 'e#')","('svitawe', 'nom', 'Sg')"
2618,svitawa,svitawe_gen_Sg,58,"('#s', 'sv', 'vi', 'it', 'ta', 'aw', 'wa', 'a#')","('svitawe', 'gen', 'Sg')"
2619,svitawu,svitawe_dat_Sg,6,"('#s', 'sv', 'vi', 'it', 'ta', 'aw', 'wu', 'u#')","('svitawe', 'dat', 'Sg')"
2620,svitawe,svitawe_acc_Sg,67,"('#s', 'sv', 'vi', 'it', 'ta', 'aw', 'we', 'e#')","('svitawe', 'acc', 'Sg')"
2621,svitawem,svitawe_ins_Sg,6,"('#s', 'sv', 'vi', 'it', 'ta', 'aw', 'we', 'em', 'm#')","('svitawe', 'ins', 'Sg')"
2622,svitawu,svitawe_loc_Sg,15,"('#s', 'sv', 'vi', 'it', 'ta', 'aw', 'wu', 'u#')","('svitawe', 'loc', 'Sg')"
2623,svitawa,svitawe_nom_Pl,13,"('#s', 'sv', 'vi', 'it', 'ta', 'aw', 'wa', 'a#')","('svitawe', 'nom', 'Pl')"
2624,svitawa,svitawe_gen_Pl,15,"('#s', 'sv', 'vi', 'it', 'ta', 'aw', 'wa', 'a#')","('svitawe', 'gen', 'Pl')"
2625,svitawima,svitawe_dat_Pl,2,"('#s', 'sv', 'vi', 'it', 'ta', 'aw', 'wi', 'im', 'ma', 'a#')","('svitawe', 'dat', 'Pl')"
2626,svitawa,svitawe_acc_Pl,21,"('#s', 'sv', 'vi', 'it', 'ta', 'aw', 'wa', 'a#')","('svitawe', 'acc', 'Pl')"
2627,svitawima,svitawe_ins_Pl,3,"('#s', 'sv', 'vi', 'it', 'ta', 'aw', 'wi', 'im', 'ma', 'a#')","('svitawe', 'ins', 'Pl')"
2628,svitawima,svitawe_loc_Pl,3,"('#s', 'sv', 'vi', 'it', 'ta', 'aw', 'wi', 'im', 'ma', 'a#')","('svitawe', 'loc', 'Pl')"
2629,tamnica,tamnica_nom_Sg,27,"('#t', 'ta', 'am', 'mn', 'ni', 'ic', 'ca', 'a#')","('tamnica', 'nom', 'Sg')"
2630,tamnice,tamnica_gen_Sg,41,"('#t', 'ta', 'am', 'mn', 'ni', 'ic', 'ce', 'e#')","('tamnica', 'gen', 'Sg')"
2631,tamnici,tamnica_dat_Sg,1,"('#t', 'ta', 'am', 'mn', 'ni', 'ic', 'ci', 'i#')","('tamnica', 'dat', 'Sg')"
2632,tamnicu,tamnica_acc_Sg,13,"('#t', 'ta', 'am', 'mn', 'ni', 'ic', 'cu', 'u#')","('tamnica', 'acc', 'Sg')"
2633,tamnicom,tamnica_ins_Sg,3,"('#t', 'ta', 'am', 'mn', 'ni', 'ic', 'co', 'om', 'm#')","('tamnica', 'ins', 'Sg')"
2634,tamnici,tamnica_loc_Sg,23,"('#t', 'ta', 'am', 'mn', 'ni', 'ic', 'ci', 'i#')","('tamnica', 'loc', 'Sg')"
2635,tamnice,tamnica_nom_Pl,12,"('#t', 'ta', 'am', 'mn', 'ni', 'ic', 'ce', 'e#')","('tamnica', 'nom', 'Pl')"
2636,tamnica,tamnica_gen_Pl,25,"('#t', 'ta', 'am', 'mn', 'ni', 'ic', 'ca', 'a#')","('tamnica', 'gen', 'Pl')"
2637,tamnicama,tamnica_dat_Pl,2,"('#t', 'ta', 'am', 'mn', 'ni', 'ic', 'ca', 'am', 'ma', 'a#')","('tamnica', 'dat', 'Pl')"
2638,tamnice,tamnica_acc_Pl,5,"('#t', 'ta', 'am', 'mn', 'ni', 'ic', 'ce', 'e#')","('tamnica', 'acc', 'Pl')"
2639,tamnicama,tamnica_ins_Pl,1,"('#t', 'ta', 'am', 'mn', 'ni', 'ic', 'ca', 'am', 'ma', 'a#')","('tamnica', 'ins', 'Pl')"
2640,tamnicama,tamnica_loc_Pl,10,"('#t', 'ta', 'am', 'mn', 'ni', 'ic', 'ca', 'am', 'ma', 'a#')","('tamnica', 'loc', 'Pl')"
2641,telo,telo_nom_Sg,223,"('#t', 'te', 'el', 'lo', 'o#')","('telo', 'nom', 'Sg')"
2642,tela,telo_gen_Sg,274,"('#t', 'te', 'el', 'la', 'a#')","('telo', 'gen', 'Sg')"
2643,telu,telo_dat_Sg,24,"('#t', 'te', 'el', 'lu', 'u#')","('telo', 'dat', 'Sg')"
2644,telo,telo_acc_Sg,240,"('#t', 'te', 'el', 'lo', 'o#')","('telo', 'acc', 'Sg')"
2645,telom,telo_ins_Sg,106,"('#t', 'te', 'el', 'lo', 'om', 'm#')","('telo', 'ins', 'Sg')"
2646,telu,telo_loc_Sg,134,"('#t', 'te', 'el', 'lu', 'u#')","('telo', 'loc', 'Sg')"
2647,tela,telo_nom_Pl,59,"('#t', 'te', 'el', 'la', 'a#')","('telo', 'nom', 'Pl')"
2648,tela,telo_gen_Pl,27,"('#t', 'te', 'el', 'la', 'a#')","('telo', 'gen', 'Pl')"
2649,tijela,telo_dat_Pl,12,"('#t', 'ti', 'ij', 'je', 'el', 'la', 'a#')","('telo', 'dat', 'Pl')"
2650,tela,telo_acc_Pl,72,"('#t', 'te', 'el', 'la', 'a#')","('telo', 'acc', 'Pl')"
2651,telima,telo_ins_Pl,13,"('#t', 'te', 'el', 'li', 'im', 'ma', 'a#')","('telo', 'ins', 'Pl')"
